,price,production
0,0.00030929765441850554,0.30658886680284697
1,0.041181809668172045,-0.02127659574468085
2,-0.022944736518396177,0.5217391304347826
3,0.030710516950821314,-0.14285714285714285
4,0.08429503228177393,0.0
5,0.018059253786949676,0.0
6,-0.022055535729846594,0.0026666666666666666
7,0.007835143576501457,-0.06914893617021277
8,0.005772069108218473,0.08
9,0.04039991818091512,-0.1865079365079365
10,0.03083826417477647,-0.16666666666666666
11,0.04694027838635313,0.12195121951219512
12,-0.0651509624319442,0.31730434782608696
13,0.01594120754728987,0.12303452373093933
14,-0.008921866689774629,-0.03747167582151139
