,price,production
0,37650.166666666664,1961598.0
1,13526.3433,1128792.0
2,19234.833333333332,1174197.0
3,18681.313599999998,1424275.0
4,26781.5,1384184.0
5,27693.166666666668,1613699.0
6,21549.25,1742711.0
7,32510.5,1733215.0
8,35790.583333333336,1882106.0
9,35986.25,1915016.0
