,predicted_price,production_data
0,682188.2553478731,1.4395966666666666
1,446436.48729513783,0.5985216666666666
2,509711.9264170369,0.8242649999999999
3,749899.879886112,1.6811666666666665
4,754828.4557225045,1.69875
5,759967.2551727719,1.7170833333333335
6,934674.7573921967,2.340375
7,969075.5159848377,2.4631041666666667
8,850726.8624090455,2.04088
9,437931.073459566,0.5681774999999999
10,948607.9113562168,2.390083333333334
11,709630.3787394727,1.5375
12,411730.4372987924,0.4747033333333334
13,868909.8035184364,2.10575
