,predicted_price,production_data
0,741918.0951832538,1.245104166666667
1,900511.2338237001,2.407122916666667
2,677356.7505175617,0.7720604166666667
3,677494.9372317377,0.7730729166666667
4,876351.589961922,2.2301041666666666
5,773753.0727126616,1.4783604166666666
6,632987.157540136,0.4469625
7,822389.5832979098,1.834722222222222
8,656564.1993909125,0.6197125
9,908698.2279690249,2.467109375
10,633476.7820706116,0.45055
11,770166.7578445496,1.4520833333333334
12,872427.7696828492,2.2013541666666665
13,881216.8427731695,2.2657520833333336
