,predicted_price,production_data
0,74666.0919618044,2.6145625
1,58978.47701581677,1.7605
2,37378.466144660415,0.5845558333333333
3,76195.6296356454,2.697833333333333
4,40080.570283019,0.7316633333333332
5,35010.327009733046,0.45563000000000003
6,48270.56528466355,1.1775416666666665
7,64564.714434563626,2.0646250000000004
8,44387.78970106889,0.96615625
9,74204.20755541808,2.5894166666666667
10,52484.38991545359,1.40695
11,64854.77937245992,2.080416666666667
12,63714.41853482012,2.018333333333333
13,67787.57315087313,2.2400833333333336
