,predicted_price,production_data
0,92739414.80307046,21.431706349206348
1,69540199.57121775,9.0625
2,68600464.78654644,8.561458333333333
3,93592590.9060609,21.886597222222218
4,75573909.05145302,12.279513888888891
5,68354297.25459513,8.430208333333333
6,90813803.31329618,20.405021367521368
7,63638039.93609929,5.915625000000001
8,70797788.03725474,9.73301282051282
9,67654478.12804782,8.057083333333333
10,68834910.0550715,8.686458333333333
11,83742824.98397528,16.63496323529412
12,66480037.58010866,7.430902777777778
13,85494376.55852886,17.568844086021507
14,77382393.80338109,13.24375
15,69284441.09646313,8.926136363636363
16,78322649.57753798,13.745069444444445
17,63658228.27866673,5.926388888888888
18,71070606.18520078,9.878472222222221
19,95972292.78298853,23.15539115646259
20,80771430.40728226,15.050694444444444
21,84415822.9031537,16.993787878787874
