,predicted_price,production_data
0,178051.40705364075,2.35463125
1,181312.05302670097,2.4406770833333336
2,132753.28036824038,1.15925
3,139310.57189219518,1.3322916666666669
4,182265.3313213284,2.4658333333333333
5,145239.13394713026,1.4887416666666666
6,160961.63378052413,1.9036458333333333
7,181770.96869764666,2.4527875
8,187707.10961107322,2.6094375000000003
9,115391.7734396283,0.7010937500000001
10,100486.5271802289,0.30775625
11,112702.46287180358,0.6301249999999999
12,101266.36014042184,0.32833541666666666
13,112468.38666943752,0.6239479166666667
