,price,production
0,-0.044268945521738164,0.03787172287912866
1,-0.08155623359527005,0.6147364124096104
2,-0.13438384907961756,0.7127430975640586
3,-0.09633742314012418,0.19086979441222984
4,-0.0659884066248528,0.37943764718380935
5,-0.01826225834399416,-0.10864305289032364
6,0.0038595085470085632,-0.06343377614573208
7,0.09401088086749852,0.04884105323851624
8,0.08681176077009407,0.04461694080394054
9,0.05114416822284471,0.059965617654282
10,-0.005613884581093763,0.025287797644660104
11,-0.04424020475266524,0.12897643997649808
12,0.02495853996243065,0.0028594794603590363
13,-0.04845500168882602,0.03257052226124391
