,predicted_price,production_data
0,37.571368652643656,[12.0]
1,36.22781525248892,[11.0]
2,28.166494851560472,[5.0]
3,29.510048251715215,[6.0]
4,22.792281250941514,[1.0]
5,26.822941451405732,[4.0]
6,30.853601651869955,[7.0]
7,21.448727850786774,[0.0]
8,34.88426185233418,[10.0]
9,25.479388051250993,[3.0]
10,33.54070845217943,[9.0]
11,24.135834651096253,[2.0]
12,38.914922052798396,[13.0]
13,32.1971550520247,[8.0]
