,price,production
0,0.005424793771043768,0.07046560813647887
1,-0.02393507308761546,-0.011506013823266823
2,0.016244065222956572,0.06811573980109599
3,-0.0025681854804289073,0.02693651078303645
4,0.01611111111111111,8.557901140051209e-05
5,0.15496415804803512,0.07727817274379836
6,-0.06932229702669974,0.049874409617861735
7,0.04500992211606568,0.2322314615725163
8,-0.017794592248251088,-0.15978260869565214
9,0.07201142743422156,0.15141463318289994
10,0.0805112963731114,0.016349659550052017
11,0.09664381438607646,0.11103441292130092
12,-0.03551510382545601,0.0286693432619524
13,0.01817972970077931,-0.05041850519513506
