,predicted_price,production_data
0,47.65630562485971,[0.0]
1,67.27678795561167,[7.0]
2,61.67093586111111,[5.0]
3,75.68556609736251,[10.0]
4,64.47386190836139,[6.0]
5,56.065083766610556,[3.0]
6,72.88264005011223,[9.0]
7,50.45923167210999,[1.0]
8,70.07971400286195,[8.0]
9,58.86800981386083,[4.0]
10,53.262157719360275,[2.0]
