,predicted_price,production_data
0,145.8573877990762,[4.0]
1,159.5161604325205,[8.0]
2,152.68677411579836,[6.0]
3,135.613308323993,[1.0]
4,156.10146727415943,[7.0]
5,166.34554674924263,[10.0]
6,169.7602399076037,[11.0]
7,173.17493306596478,[12.0]
8,162.93085359088155,[9.0]
9,142.44269464071516,[3.0]
10,149.27208095743728,[5.0]
11,132.19861516563194,[0.0]
12,139.02800148235409,[2.0]
