,predicted_price,production_data
0,2.082266178266179,[2.0]
1,2.7122905982905987,[6.0]
2,2.2397722832722837,[3.0]
3,2.397278388278389,[4.0]
4,3.499821123321124,[11.0]
5,3.6573272283272287,[12.0]
6,1.924760073260074,[1.0]
7,3.3423150183150185,[10.0]
8,2.554784493284494,[5.0]
9,1.767253968253969,[0.0]
10,3.0273028083028084,[8.0]
11,3.1848089133089132,[9.0]
12,2.8697967032967036,[7.0]
