3459,-0.04704084582662206
3460,0.012481581000260034
3461,-0.38759524013355023
3462,-0.15374292304466344
3463,0.17448832945140988
3464,0.13139240506329114
3465,-0.003940727480669303
3466,0.1606864274570983
3467,0.6881720430107527
3468,0.06535668789808917
3469,-0.05400541668410448
33243,0.07112496457920091
33244,-0.10052910052910052
33245,0.014705882352941175
33246,0.0198415458937198
56394,0.10882829037479766
56395,-0.03312745648512072
135,0.0
136,0.1559969853194437
128,0.38748091754018
129,0.12409187323621675
137,-0.04376820120468833
138,-0.10835271112809816
130,0.0599068693443171
131,0.032699907341048925
132,-0.01841731755706898
133,0.17719405517167675
134,0.08601278961265044
1645,0.0
1646,0.1619182239171124
1647,0.2291326645111852
1648,-0.0021898861987903573
2920,0.0
2921,0.024794154105600732
